Testlet Code,Text
Testlet1120000081,"our own ease and convenience the precious resources of tomorrow. We cannot mortgage the material assets of our grandchildren without risking the loss also of their political and spiritual heritage. We want democracy to survive for all generations to come, not to become the insolvent<sup>1</sup> phantom of tomorrow.</div>During the long lane of the history yet to be written, America knows that this world of ours, ever growing smaller, must avoid becoming a community of dreadful fear and hate, and be, instead, a proud confederation of mutual trust and respect. Such a confederation must be one of equals. The weakest must come to the conference table with the same confidence as do we, protected as we are by</div>"
Testlet1120000081,"our moral, economic, and military strength. That table, though scarred by many past frustrations, cannot be abandoned for the certain agony of disarmament<sup>2</sup> of the battlefield.</div>Disarmament, with mutual honor and confidence, is a continuing imperative. Together we must learn how to compose differences, not with arms, but with intellect and decent purpose. Because this need is so sharp and apparent, I confess that I lay down my official responsibilities in this field with a definite sense of disappointment. As one who has witnessed the horror and the lingering sadness of war, as one who knows that another war could utterly destroy this</div>"
Testlet1120000081,"civilization which has been so slowly and painfully built over thousands of years, I wish I could say tonight that a lasting peace is in sight.</div>Happily, I can say that war has been avoided. Steady progress toward our ultimate goal has been made. But so much remains to be done. As a private citizen, I shall never cease to do what little I can to help the world advance along that road.</div>So, in this, my last good night to you as your president, I thank you for the many opportunities you have given me for public service in war and in peace. I trust in that service you find some things worthy. As for</div>"
Testlet1120000081,"the rest of it, I know you will find ways to improve performance in the future.</div>You and I, my fellow citizens, need to be strong in our faith that all nations . . . will reach the goal of peace with justice. May we be ever unswerving in devotion to principle, confident but humble with power, diligent in pursuit of the nation's great goals. . . .</div>Those who have freedom will understand, also, its heavy responsibility; that all who are insensitive to the needs of others will learn charity; and that the. . . scourges<sup>3</sup> of poverty, disease, and ignorance will be made [to] disappear from the earth; and that in the goodness of time, all peoples will come to live</div>"
Testlet1120000081,together in a peace guaranteed by the binding force of mutual respect and love.</div><div class='passageMiscBT absBottom'><div class='passageMisc'><b>1. insolvent:</b> unable to pay a debt</div><div class='passageMisc'><b>2. disarmament:</b> the process of reducing a nation&#8217;s supply of weapons and/or armed forces</div><div class='passageMisc'><b>3. scourge:</b> someone or something that causes much trouble or suffering</div></div>
Testlet1120000091,"Electrical Power</h1>In the United States, the flow of electrical power is vital to everyday existence. In fact, while there are many forms of power, when people say, &#8220;The power is out,&#8221; they usually mean just one thing: they do not have electricity.</div>Electricity is a secondary energy source, which means that it is created from the conversion of another source of energy. In most cases fossil fuels, such as coal, petroleum, and natural gas, generate electricity. In 2014 about 1.5 trillion kilowatt hours of electricity came from coal. It was the primary source for generating electrical power in the United States.</div>"
Testlet1120000091,"To produce electricity from coal and other fuels, huge machines called turbines capture and transform some of the energy from a moving fluid or gas. Turbines generally consist of an axle or shaft with blades all around it to catch the moving liquid or a gas. As the blades spin, the axle rotates. That rotation in turn drives another machine called a generator. During the process, energy is transformed.</div><div class='passageBody highlightPhrases' highlightCount='1' group='g1'><span id='phrase-1' class='highlightPhrase'>For example, when coal generates electricity, the fossil fuel is first burned in a furnace and used to heat water in a boiler, turning the water to steam.</span> <span id='phrase-2' class='highlightPhrase'>The steam is piped to the turbine, where it creates pressure on the blades, which causes the blades to rotate a shaft that is connected to a generator.</span> <span id='phrase-3' class='highlightPhrase linked' linkTo='p1'>Then</div>"
Testlet1120000091,"<div class='passageBody highlightPhrases' highlightCount='1' group='g1'><span id='phrase-3' class='highlightPhrase linked' linkTo='p1'>the active generator converts the mechanical energy of this process into electrical energy.</span> <span id='phrase-4' class='highlightPhrase'>Natural gas and petroleum are transformed in similar ways; however, these fuels can also create other gases in addition to steam.</span> <span id='phrase-5' class='highlightPhrase'>Of these two fossil fuels, natural gas contributes significantly more to the nation&#8217;s power supply.</span></div>After fossil fuels, the most frequently used primary source for electricity is nuclear power. Using a process called fission, nuclear power plants produce steam in order to spin turbine parts and make electricity.</div>Renewable resources, though less commonly used, are another important source of electricity. These resources are regularly and</div>"
Testlet1120000091,"naturally replenished, or restored. For example, a hydroelectric power plant harnesses the energy of water flowing from a high point to a lower point to spin turbine blades. Wind can be used in a similar fashion, as can geothermal energy, the heat produced by Earth&#8217;s core. On the other hand, solar energy does not generate electricity only by means of steam. In some cases, solar-thermal generators use the sun&#8217;s energy to heat fluid, produce steam, and turn steam turbine blades. However, solar cells can also be used to convert some sunlight into electricity.</div>Americans rely on a variety of sources for electric power. From coal to solar, these resources are transformed to supply</div>"
Testlet1120000091,electricity to the conveniences that &#8220;empower&#8221; a modern nation.</div><div class='passageBody alignCenter paraTitle'>Sources of U.S. Electricity <br />Generation in 2014</div><div class='passageBody alignCenter'><img src='{cdnPath}/images/RC_L10_I02_248_tab_page5.svg' /></div>
Testlet1120000101,"Women and Wages:<br/>The Pay Gap</h1>The story of women and work is a story of progress. When women first declared their rights at the famous Seneca Falls Convention in 1848, they were concerned, among other things, with the right to work and also the right to keep any money they earned. At the time, in almost every state, women&#8217;s wages legally belonged either to their fathers or to their husbands. Since that time, women have not only been granted those rights but other rights in the realm of work, including the right to work in traditionally male-dominated fields. In fact, since the 1970s when the struggle for civil rights brought many social</div>"
